1	1402149371	1	1
1	1402149387	1	1
1	1402149667	1	1
439	1401215952	1	4
485	1401214652	1	4
733	1401214542	1	5
1016	1401216014	1	4
1192	1401214087	1	4
1260	1401166249	1	3
1392	1401210370	1	1
1525	1401213425	1	2
1566	1401216019	1	5
1626	1401209963	1	2
1668	1401207693	1	2
1701	1401213247	1	1
1821	1401208981	1	2
1902	1401209010	1	1
2005	1401207258	1	1
2144	1401206403	1	1
2166	1401207841	1	3
2171	1401213128	1	2
2351	1401216107	1	5
2363	1401213902	1	4
2390	1401214408	1	5
2403	1401206718	1	2
2487	1401214119	1	4
2515	1401213746	1	1
2678	1401213923	1	4
2856	1401216058	1	5
2912	1401216121	1	5
2925	1401213495	1	2
3128	1401209106	1	1
3134	1401207865	1	1
3190	1401214542	1	4
3234	1401208028	1	1
3248	1401216043	1	4
3251	1401213430	1	1
3377	1401214621	1	5
3387	1401207297	1	1
3399	1401166541	1	1
3538	1401207399	1	1
3543	1401213349	1	1
3618	1401214129	1	5
3634	1401207548	1	1
3691	1401207053	1	2
3694	1401214278	1	4
3753	1401214275	1	5
3798	1401209156	1	2
3863	1401208841	1	1
3953	1401208623	1	2
3969	1401213397	1	2
4010	1401209177	1	2
4056	1401207411	1	2
4149	1401216009	1	4
4213	1401208965	1	3
4218	1401210427	1	1
4276	1401213887	1	4
4301	1401210412	1	1
4381	1401213366	1	2
4402	1401166764	1	3
4428	1401214661	1	5
4480	1401215988	1	4
4483	1401213723	1	2
4494	1401216155	1	4
4544	1401166696	1	3
4563	1401213633	1	2
4583	1401216109	1	5
4589	1401207174	1	1
4793	1401206936	1	2
4807	1401213303	1	1
4892	1401212974	1	1
4912	1401214732	1	4
4923	1401213646	1	3
5028	1401216055	1	5
5034	1401212418	1	3
5049	1401209850	1	2
5054	1401214352	1	4
5069	1401214533	1	4
5070	1401208332	1	2
5087	1401209187	1	1
5093	1401214017	1	4
5111	1401212434	1	1
5118	1401213832	1	4
5152	1401214567	1	5
5205	1401206439	1	2
5215	1401214797	1	5
5275	1401210702	1	2
5294	1401207979	1	3
5300	1401214383	1	5
5328	1401206376	1	1
5382	1401208287	1	3
5456	1401213033	1	1
5474	1401213048	1	2
5515	1401213520	1	1
5533	1401213960	1	4
5557	1401216015	1	4
5616	1401216086	1	5
5623	1401214294	1	4
5632	1401164983	1	2
5639	1401209729	1	1
5650	1401212970	1	1
5679	1401213840	1	5
5700	1401209991	1	1
5711	1401208872	1	2
5770	1401216102	1	4
5789	1401213891	1	5
5806	1401210391	1	2
5905	1401216195	1	4
5919	1401207552	1	3
5926	1401213022	1	1
5986	1401164920	1	2
5992	1401214715	1	5
5999	1401207026	1	2
6037	1401216003	1	4
6085	1401164912	1	1
6105	1401214482	1	5
6151	1401216137	1	5
6159	1401206661	1	1
6190	1401213517	1	2
6191	1401213385	1	1
6231	1401213154	1	2
6242	1401213822	1	4
6280	1401216049	1	5
6297	1401213723	1	3
6308	1401216114	1	4
6361	1401214040	1	4
6388	1401207399	1	2
6448	1401206863	1	3
6458	1401164823	1	2
6493	1401207871	1	1
6497	1401213820	1	4
6521	1401214132	1	4
6525	1401215967	1	4
6542	1401216046	1	5
6589	1401166406	1	3
6617	1401213864	1	4
6640	1401210533	1	1
6642	1401210205	1	1
6666	1401212980	1	1
6760	1401207302	1	2
6769	1401207692	1	3
6779	1401208801	1	1
6787	1401207697	1	3
6788	1401207247	1	3
6801	1401208209	1	2
6823	1401213811	1	5
6830	1401216077	1	4
6850	1401208074	1	2
6925	1401213570	1	2
6940	1401213143	1	2
6946	1401215973	1	4
6966	1401215968	1	5
6968	1401214674	1	4
6969	1401208516	1	2
6999	1401213047	1	1
7039	1401207690	1	2
7048	1401214604	1	5
7153	1401214052	1	5
7236	1401213309	1	2
7251	1401206246	1	1
7279	1401208836	1	2
7286	1401213782	1	2
7286	1401214372	1	5
7295	1401206521	1	1
7329	1401213292	1	1
7435	1401164809	1	1
7473	1401213122	1	1
7474	1401213023	1	3
7486	1401214367	1	4
7487	1401207705	1	3
7493	1401216020	1	5
7533	1401208706	1	1
7552	1401214737	1	5
7567	1401214434	1	5
7571	1401215995	1	4
7606	1401213876	1	4
7627	1401214084	1	5
7712	1401214344	1	4
7713	1401164884	1	1
7714	1401209005	1	2
7781	1401215972	1	4
7796	1401212457	1	2
7803	1401210424	1	3
7826	1401213613	1	3
7867	1401208188	1	2
7874	1401206963	1	2
7876	1401207070	1	3
7886	1401206688	1	3
7895	1401214452	1	4
7906	1401213312	1	2
7915	1401215951	1	4
7940	1401214520	1	5
7944	1401207305	1	2
8015	1401213555	1	2
8020	1401207975	1	1
8028	1401214001	1	4
8053	1401206484	1	2
8057	1401215995	1	5
8064	1401209315	1	2
8082	1401210368	1	1
8083	1401213689	1	1
8104	1401208079	1	1
8138	1401206835	1	1
8138	1401215959	1	5
8182	1401214600	1	4
8228	1401214194	1	5
8283	1401206804	1	1
8308	1401208672	1	1
8319	1401213804	1	2
8324	1401209475	1	2
8351	1401207817	1	2
8354	1401206789	1	1
8361	1401214666	1	5
8371	1401213243	1	1
8376	1401214721	1	5
8393	1401207085	1	2
8417	1401216110	1	5
8463	1401166767	1	2
8475	1401214182	1	5
8496	1401214800	1	4
8499	1401209375	1	2
8499	1401212965	1	1
8503	1401214367	1	4
8582	1401213387	1	1
8622	1401206784	1	2
8634	1401206491	1	1
8638	1401206252	1	1
8678	1401213744	1	3
8693	1401213103	1	3
8697	1401166763	1	1
8700	1401209667	1	1
8737	1401208153	1	1
8747	1401208471	1	1
8787	1401208333	1	3
8791	1401214558	1	4
8839	1401214066	1	4
8852	1401216109	1	5
8856	1401214614	1	4
8883	1401216180	1	5
8916	1401214129	1	4
8960	1401216035	1	5
8988	1401213978	1	5
8993	1401209127	1	2
9000	1401213572	1	2
9018	1401214539	1	4
9034	1401215973	1	5
9037	1401214153	1	4
9042	1401213465	1	2
9106	1401207519	1	1
9108	1401213575	1	3
9139	1401214616	1	4
9180	1401209488	1	1
9190	1401213827	1	5
9239	1401209384	1	2
9266	1401216055	1	5
9291	1401206683	1	2
9369	1401213340	1	1
9378	1401209027	1	3
9400	1401209204	1	1
9406	1401208037	1	1
9407	1401207543	1	1
9458	1401213619	1	2
9458	1401214203	1	4
9468	1401213796	1	1
9470	1401214163	1	4
9509	1401209160	1	2
9523	1401207686	1	2
9524	1401213483	1	3
9525	1401213939	1	5
9532	1401208803	1	2
9535	1401213767	1	2
9542	1401214140	1	4
9560	1401213458	1	3
9589	1401208031	1	2
9604	1401214659	1	4
9642	1401214191	1	5
9646	1401212504	1	2
9651	1401213661	1	2
9651	1401164918	1	1
9704	1401214111	1	5
9713	1401214470	1	4
9720	1401166387	1	3
9724	1401209056	1	2
9755	1401208077	1	3
9786	1401214583	1	4
9788	1401207197	1	1
9791	1401213541	1	3
9793	1401216092	1	5
9804	1401213833	1	5
9819	1401213063	1	1
9855	1401216006	1	4
9872	1401213140	1	2
9873	1401213649	1	3
9887	1401210568	1	1
9888	1401216124	1	4
9897	1401214371	1	4
9897	1401207425	1	3
9899	1401208568	1	3
9912	1401213612	1	3
9917	1401214773	1	5
9919	1401214317	1	4
9933	1401213901	1	5
9967	1401214370	1	5
10005	1401216044	1	5
10011	1401216147	1	5
10029	1401216171	1	5
10050	1401214543	1	4
10081	1401213951	1	4
10123	1401213731	1	2
10138	1401214067	1	5
10162	1401207759	1	2
10195	1401213447	1	2
10205	1401213204	1	3
10208	1401216127	1	5
10246	1401213309	1	2
10256	1401207767	1	2
10275	1401214512	1	5
10295	1401206361	1	2
10312	1401209218	1	3
10313	1401216078	1	5
10328	1401216102	1	5
10332	1401214682	1	5
10341	1401214742	1	5
10353	1401214069	1	5
10355	1401214508	1	4
10358	1401213543	1	2
10359	1401213895	1	4
10363	1401216093	1	4
10368	1401214405	1	5
10372	1401207200	1	1
10413	1401213342	1	2
10469	1401207415	1	3
10490	1401216054	1	5
10493	1401209457	1	3
10502	1401207780	1	3
10516	1401214384	1	4
10519	1401214469	1	5
10550	1401213102	1	3
10582	1401216094	1	4
10584	1401213135	1	1
10603	1401213548	1	1
10659	1401216177	1	4
10674	1401209477	1	1
10755	1401207189	1	1
10766	1401207880	1	2
10781	1401216104	1	4
10781	1401215958	1	5
10823	1401207438	1	2
10827	1401216173	1	5
10844	1401206429	1	2
10866	1401208138	1	3
10897	1401214039	1	5
10902	1401164914	1	1
10914	1401164955	1	1
10920	1401209231	1	1
10920	1401214415	1	5
10927	1401214244	1	5
10928	1401215982	1	4
10936	1401208180	1	2
10938	1401206897	1	1
10941	1401216034	1	4
10962	1401214537	1	4
10986	1401213376	1	2
10990	1401206924	1	2
11032	1401213237	1	1
11047	1401214319	1	4
11057	1401207248	1	3
11167	1401206937	1	1
11167	1401216059	1	5
11189	1401207785	1	2
11208	1401214649	1	4
11293	1401206523	1	3
11301	1401213652	1	2
11317	1401214217	1	5
11322	1401216191	1	5
11328	1401206906	1	2
11350	1401207998	1	1
11353	1401214205	1	4
11356	1401214748	1	5
11365	1401213288	1	2
11368	1401213236	1	1
11371	1401213386	1	2
11371	1401214001	1	4
11388	1401213987	1	4
11391	1401208051	1	3
11398	1401206891	1	3
11400	1401209696	1	3
11421	1401209101	1	2
11434	1401213442	1	1
11510	1401164812	1	2
11516	1401213568	1	2
11529	1401213818	1	4
11545	1401207980	1	3
11564	1401213502	1	3
11572	1401209366	1	1
11590	1401209281	1	2
11593	1401214663	1	5
11610	1401208993	1	2
11626	1401213854	1	4
11637	1401207898	1	2
11638	1401214659	1	5
11644	1401213239	1	3
11659	1401214047	1	4
11664	1401215959	1	4
11678	1401214461	1	5
11678	1401209017	1	3
11687	1401213012	1	1
11756	1401214705	1	4
11765	1401216115	1	5
11775	1401210681	1	1
11811	1401166429	1	2
11827	1401214802	1	5
11852	1401216165	1	5
11861	1401215957	1	4
11862	1401213979	1	5
11862	1401210162	1	2
11874	1401214339	1	4
11914	1401213746	1	3
11916	1401213337	1	2
11929	1401213415	1	3
11931	1401212992	1	3
11947	1401213537	1	1
11948	1401213783	1	2
11960	1401216081	1	5
11978	1401213507	1	1
11980	1401213778	1	2
12032	1401214162	1	4
12042	1401213474	1	3
12059	1401214112	1	5
12101	1401214648	1	5
12134	1401209731	1	2
12145	1401209097	1	1
12168	1401164813	1	1
12219	1401206966	1	3
12269	1401208368	1	2
12270	1401207820	1	3
12272	1401214216	1	5
12278	1401216056	1	5
12325	1401216091	1	5
12326	1401216106	1	5
12331	1401212460	1	2
12399	1401213875	1	4
12426	1401213552	1	3
12432	1401214174	1	4
12446	1401216022	1	4
12447	1401214156	1	4
